,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
198,UAE,10349,536,76,5,1978,8295,1,1046,8,1022326,103365
199,UK,148377,0,20319,0,0,127714,1559,2186,299,640792,9439
200,Uganda,75,0,0,0,46,29,0,2,0,20329,444
201,Ukraine,8617,492,209,8,840,7568,107,197,5,89373,2044
202,Uruguay,596,33,14,2,370,212,9,172,4,16496,4749
203,Uzbekistan,1869,7,8,0,765,1096,8,56,0.2,242536,7247
204,VaticanCity,9,0,0,0,2,7,0,11236,0,0,0
205,Venezuela,323,0,10,0,132,181,3,11,0.4,423592,14896
206,Vietnam,270,0,0,0,225,45,8,3,0,206253,2119
207,WesternSahara,6,0,0,0,5,1,0,10,0,0,0
208,Yemen,1,0,0,0,1,0,0,0.03,0,120,4
209,Zambia,88,4,3,0,42,43,1,5,0.2,2586,141
210,Zimbabwe,31,0,4,0,2,25,0,2,0.3,6067,408
